prefix|scenario|dialogue|filename|url
苍墨武鉴|主界面2|绫波的加点是全能型的。标枪在外家，Z23在内家加的点都太多了，那样不好的说。|Cv-30105_main_2_13.mp3|https://img.moegirl.org.cn/common/b/b9/Cv-30105_main_2_13.mp3
苍墨武鉴|主界面3|晓好像很有兴趣地看着柚。得在她误解之前解释清楚…|Cv-30105_main_3_13.mp3|https://img.moegirl.org.cn/common/7/78/Cv-30105_main_3_13.mp3
苍墨武鉴|触摸|真气灌注之下，草木皆为利刃——但是这个是绫波的舰装，所以没有关系的。|Cv-30105_touch_1_13.mp3|https://img.moegirl.org.cn/common/e/e1/Cv-30105_touch_1_13.mp3
苍墨武鉴|特殊触摸|这个是……“非礼”的说？|Cv-30105_touch_2_13.mp3|https://img.moegirl.org.cn/common/3/32/Cv-30105_touch_2_13.mp3
苍墨武鉴|任务提醒|指挥官，有新的任务下达了。…不是游戏里的。|Cv-30105_task_13.mp3|https://img.moegirl.org.cn/common/b/b3/Cv-30105_task_13.mp3
苍墨武鉴|任务完成|给指挥官的奖赏，不要忘了的说。|Cv-30105_mission_complete_13.mp3|https://img.moegirl.org.cn/common/e/e4/Cv-30105_mission_complete_13.mp3
苍墨武鉴|委托完成|委托完成了。是到补充补给的时候了。|Cv-30105_expedition_13.mp3|https://img.moegirl.org.cn/common/c/cd/Cv-30105_expedition_13.mp3
苍墨武鉴|旗舰开战|玄铁重剑·破舰式！|Cv-30105_battlewarcry_13.mp3|https://img.moegirl.org.cn/common/6/64/Cv-30105_battlewarcry_13.mp3
苍墨武鉴|胜利MVP|求一敌手而不可得，寂寥难堪，绫波是也。|Cv-30105_battlemvp_13.mp3|https://img.moegirl.org.cn/common/4/4e/Cv-30105_battlemvp_13.mp3
苍墨武鉴|失败|现实的战斗里发挥不了那么多效果的说…|Cv-30105_battlelose_13.mp3|https://img.moegirl.org.cn/common/5/52/Cv-30105_battlelose_13.mp3
【肯德基联动】可乐，加上努力？|获得|欢迎光临，点单的话请交给绫波，请问要堂食还是外带？绫波推荐的单品是……可乐的说。|Cv-30105_get_14.mp3|https://img.moegirl.org.cn/common/1/19/Cv-30105_get_14.mp3
【肯德基联动】可乐，加上努力？|登录|指挥官，欢迎光临。今天有优惠活动，可以打折哦。|Cv-30105_login_14.mp3|https://img.moegirl.org.cn/common/5/5c/Cv-30105_login_14.mp3
【肯德基联动】可乐，加上努力？|查看详情|绫波有一次不小心弄错了客人的订单……本来以为会被z23批评的，结果被安慰了……|Cv-30105_detail_14.mp3|https://img.moegirl.org.cn/common/3/38/Cv-30105_detail_14.mp3
【肯德基联动】可乐，加上努力？|主界面1|如果犹豫点什么的话…拉菲推荐的鸡肉卷，z23推荐的薯条，都可以搭配可乐试一试？|Cv-30105_main_1_14.mp3|https://img.moegirl.org.cn/common/8/83/Cv-30105_main_1_14.mp3
【肯德基联动】可乐，加上努力？|主界面2|可乐的话，绫波喜欢加冰的……指挥官呢？|Cv-30105_main_2_14.mp3|https://img.moegirl.org.cn/common/c/cb/Cv-30105_main_2_14.mp3
【肯德基联动】可乐，加上努力？|主界面3|嗯…这里附赠的应该是番茄酱还是糖醋酱？拉菲，你知道吗？|Cv-30105_main_3_14.mp3|https://img.moegirl.org.cn/common/8/8b/Cv-30105_main_3_14.mp3
【肯德基联动】可乐，加上努力？|触摸|指挥官，想再来一杯可乐吗？|Cv-30105_touch_1_14.mp3|https://img.moegirl.org.cn/common/7/70/Cv-30105_touch_1_14.mp3
【肯德基联动】可乐，加上努力？|特殊触摸|绫波还在工作的说……|Cv-30105_touch_2_14.mp3|https://img.moegirl.org.cn/common/b/bf/Cv-30105_touch_2_14.mp3
【肯德基联动】可乐，加上努力？|任务提醒|指挥官，任务很辛苦的话，要喝可乐么？绫波可以请客的。|Cv-30105_task_14.mp3|https://img.moegirl.org.cn/common/0/00/Cv-30105_task_14.mp3
【肯德基联动】可乐，加上努力？|任务完成|指挥官的任务完成了……绫波这边也要加油。|Cv-30105_mission_complete_14.mp3|https://img.moegirl.org.cn/common/7/7f/Cv-30105_mission_complete_14.mp3
【肯德基联动】可乐，加上努力？|邮件提醒|是新的外送订单……绫波也想在回去后，给标枪带一份。|Cv-30105_mail_14.mp3|https://img.moegirl.org.cn/common/7/7e/Cv-30105_mail_14.mp3
【肯德基联动】可乐，加上努力？|回港|欢迎回来指挥官，这是大杯加冰的可乐，请好好放松一下…的说。|Cv-30105_home_14.mp3|https://img.moegirl.org.cn/common/3/39/Cv-30105_home_14.mp3
【肯德基联动】可乐，加上努力？|委托完成|新的原料送到了……绫波去帮忙。|Cv-30105_expedition_14.mp3|https://img.moegirl.org.cn/common/4/4e/Cv-30105_expedition_14.mp3
跃动飞踢！|获得|必杀，跃动飞踢！（dynamic kick）…啊，技能目标搞错了的说…对不起，重新试一次可以吗？|Cv-30105_get_15.mp3|https://img.moegirl.org.cn/common/8/8c/Cv-30105_get_15.mp3
跃动飞踢！|登录|必杀，跃动飞踢……指挥官，早上好的说。刚刚是在练习必杀技……幸好没打中你。|Cv-30105_login_15.mp3|https://img.moegirl.org.cn/common/6/67/Cv-30105_login_15.mp3
跃动飞踢！|查看详情|我很清楚迷宫的构造。绫波的方向感已经和L.I.小姐一起在游戏里锻炼得炉火纯青了，可以尽情依靠我的说。|Cv-30105_detail_15.mp3|https://img.moegirl.org.cn/common/c/cd/Cv-30105_detail_15.mp3
跃动飞踢！|主界面1|迷宫的修补费，对不起的说……Z23装备的资金要没了……呜呜……|Cv-30105_main_1_15.mp3|https://img.moegirl.org.cn/common/f/f3/Cv-30105_main_1_15.mp3
跃动飞踢！|主界面2|说起来指挥官是什么职业？如果是辅助我们的回复担当就好了。|Cv-30105_main_2_15.mp3|https://img.moegirl.org.cn/common/b/bf/Cv-30105_main_2_15.mp3
跃动飞踢！|主界面3|那是……！扮演怪物的指挥喵路过了的说。打倒的话可以赚到经验值吗？|Cv-30105_main_3_15.mp3|https://img.moegirl.org.cn/common/6/6b/Cv-30105_main_3_15.mp3
跃动飞踢！|触摸|指挥官，可以陪我练习必杀技吗？|Cv-30105_touch_1_15.mp3|https://img.moegirl.org.cn/common/0/01/Cv-30105_touch_1_15.mp3
跃动飞踢！|特殊触摸|指挥官……///|Cv-30105_touch_2_15.mp3|https://img.moegirl.org.cn/common/3/32/Cv-30105_touch_2_15.mp3
跃动飞踢！|任务提醒|来了看上去挺难的任务。不过只要绫波和大家加油就肯定可以完成…！|Cv-30105_task_15.mp3|https://img.moegirl.org.cn/common/e/e4/Cv-30105_task_15.mp3
跃动飞踢！|任务完成|是任务的报酬，可以为Z23存起来。|Cv-30105_mission_complete_15.mp3|https://img.moegirl.org.cn/common/0/0b/Cv-30105_mission_complete_15.mp3
跃动飞踢！|邮件提醒|明石的邮件？还是不要相信比较好的说。|Cv-30105_mail_15.mp3|https://img.moegirl.org.cn/common/c/c1/Cv-30105_mail_15.mp3
跃动飞踢！|回港|辛苦了的说。首先要治好拉菲的异常状态。只是睡着了而已吗……？|Cv-30105_home_15.mp3|https://img.moegirl.org.cn/common/5/53/Cv-30105_home_15.mp3
跃动飞踢！|委托完成|……啊。委托组回来了。肯定十分成功|Cv-30105_expedition_15.mp3|https://img.moegirl.org.cn/common/b/bc/Cv-30105_expedition_15.mp3
跃动飞踢！|旗舰开战|攻击回数的话，绫波占上风，的说！|Cv-30105_battlewarcry_15.mp3|https://img.moegirl.org.cn/common/d/d5/Cv-30105_battlewarcry_15.mp3
跃动飞踢！|胜利MVP|自己的身体才是最强的武器。标枪不懂这一点呢。（得意）|Cv-30105_battlemvp_15.mp3|https://img.moegirl.org.cn/common/c/cb/Cv-30105_battlemvp_15.mp3
跃动飞踢！|技能|必杀鬼神踢，的说！|Cv-30105_battleskill_15.mp3|https://img.moegirl.org.cn/common/0/06/Cv-30105_battleskill_15.mp3
