filename|dialogue|dialogue_jp|prefix|prefix_jp|scenario|scenario_jp
Cv-30105_get_12.mp3|龙骧，boss战武士不能冲那么前面的！啊…指挥官，欢迎的说。对不起，现在是boss战的关键时刻…请先自己找个位置随便坐坐吧。|龍驤、ボス戦でサムライ職が前に出るのはNGですっ！あっ、指揮官、ようこそです。ごめんなさい、今ゲームに集中しているですから、適当にくつろいでくださいです|【动漫特典】微速战斗姿势|微速戦闘姿勢 ボイス一覧|获得|入手時
Cv-30105_login_12.mp3|指挥官也要来帮忙吗？那就…把手柄拿去吧。|指揮官も協力してくれるです？さあ、まずはそこのコントローラーを手にするのです|【动漫特典】微速战斗姿势|微速戦闘姿勢 ボイス一覧|登录|ログイン
Cv-30105_detail_12.mp3|这次有好好调试过网络了。不会给大家添麻烦了…|通信環境、今度はちゃんと整備したのです。迷惑はかけないのです……|【动漫特典】微速战斗姿势|微速戦闘姿勢 ボイス一覧|查看详情|詳細確認
Cv-30105_main_1_12.mp3|绫波如果倒下了的话，村里的大家就交给幽灵小姐了…|綾波が倒れたら、村の皆は…幽霊さんに任せる…です|【动漫特典】微速战斗姿势|微速戦闘姿勢 ボイス一覧|主界面1|メイン1
Cv-30105_main_2_12.mp3|小贝法，难道说是女仆队中游戏技术最好的…？|ベルちゃん、もしかしてメイド隊の中ではゲームが上手なほうなのです…？|【动漫特典】微速战斗姿势|微速戦闘姿勢 ボイス一覧|主界面2|メイン2
Cv-30105_main_3_12.mp3|请把空调开强一些…这样下去的话绫波会蒸发掉的…|エアコン、少し強めでお願いするです…このままだと綾波が蒸発するです…|【动漫特典】微速战斗姿势|微速戦闘姿勢 ボイス一覧|主界面3|メイン3
Cv-30105_main_4_12.mp3|…哈啊！指挥官，有陷阱！能回避掉真是太好了。|…ハッ！指揮官、罠です！回避できてよかったです|【动漫特典】微速战斗姿势|微速戦闘姿勢 ボイス一覧|主界面4|メイン4
Cv-30105_touch_1_12.mp3|这个饮料，是给绫波的吗？谢谢指挥官|この飲み物は差し入れです？ありがとうです|【动漫特典】微速战斗姿势|微速戦闘姿勢 ボイス一覧|触摸|タッチ1
Cv-30105_home_12.mp3|战斗辛苦了，绫波也要回到「战斗」中去了。|戦闘お疲れさまです。綾波も「戦闘」に戻るのです|【动漫特典】微速战斗姿势|微速戦闘姿勢 ボイス一覧|回港|母港帰還
Cv-30105_battlemvp_12.mp3|绫波，胜利的V…的说。|綾波、勝利のV、です|【动漫特典】微速战斗姿势|微速戦闘姿勢 ボイス一覧|胜利MVP|勝利
Cv-30105_get_13.mp3|绫波，东煌武侠装备齐全的说。…其实游戏里的这一套要更帅气，但是现在穿着的这一身，绫波也很满足…呼呼~|東煌武侠兵装セット、フル装備の綾波です。…本当はゲームの中だともっとかっこいいですけど、これはこれで綾波、満足、です。ふっ（ニヤリ|苍墨武鉴|Navalistic Showdown ボイス一覧|获得|入手時
Cv-30105_detail_13.mp3|用轻功飞起来，或者发出个剑气之类的…不知道别人行不行，但是对绫波有点些困难的说…|軽功で飛んでいたり、すごいビームを出したり…ほかの人にはわからないですけど、綾波にはちょっと無理です…|苍墨武鉴|Navalistic Showdown ボイス一覧|查看详情|詳細確認
Cv-30105_main_1_13.mp3|穿上这身衣服，感觉近战也变强了。嗯，就是感觉而已……|この格好に着替えると、近接戦闘が強くなった気がするです。気がするだけ…です。|苍墨武鉴|Navalistic Showdown ボイス一覧|主界面1|メイン1
Cv-30105_main_2_13.mp3|绫波的加点是全能型的。标枪在外家，Z23在内家加的点都太多了，那样不好的说。|綾波のステータスは、オールラウンダーです。ジャベリンは外家、ニーミは内家にポイントを振りすぎです。ビルドが良くないです|苍墨武鉴|Navalistic Showdown ボイス一覧|主界面2|メイン2
Cv-30105_main_3_13.mp3|晓好像很有兴趣地看着柚。得在她误解之前解释清楚…|暁、興味ありそうに綾波を見ているです…勘違いされる前に説明してあげないと、です…|苍墨武鉴|Navalistic Showdown ボイス一覧|主界面3|メイン3
Cv-30105_touch_1_13.mp3|真气灌注之下，草木皆为利刃——但是这个是绫波的舰装，所以没有关系的。|真気行き渡らせば草木も刃と化す――でもこれは綾波の艤装だから関係ない、です|苍墨武鉴|Navalistic Showdown ボイス一覧|触摸|タッチ1
Cv-30105_touch_2_13.mp3|这个是……“非礼”的说？|これは「非礼」なのです…？|苍墨武鉴|Navalistic Showdown ボイス一覧|特殊触摸|タッチ2
Cv-30105_task_13.mp3|指挥官，有新的任务下达了。…不是游戏里的。|指揮官、新しい任務です。…ゲームのじゃないです|苍墨武鉴|Navalistic Showdown ボイス一覧|任务提醒|任務
Cv-30105_mission_complete_13.mp3|给指挥官的奖赏，不要忘了的说。|指揮官へのご褒美です。確認を忘れないでほしいです|苍墨武鉴|Navalistic Showdown ボイス一覧|任务完成|任務完了
Cv-30105_expedition_13.mp3|委托完成了。是到补充补给的时候了。|委託完了です。補給を補充するときです|苍墨武鉴|Navalistic Showdown ボイス一覧|委托完成|委託完了
Cv-30105_battlewarcry_13.mp3|玄铁重剑·破舰式！|玄鉄重剣（くろがねぎそう）・破艦式、です！|苍墨武鉴|Navalistic Showdown ボイス一覧|旗舰开战|戦闘開始
Cv-30105_battlemvp_13.mp3|求一敌手而不可得，寂寥难堪，绫波是也。|求めるもライバル現れぬ、独孤にして寂しさに耐え続ける綾波、なのです|苍墨武鉴|Navalistic Showdown ボイス一覧|胜利MVP|勝利
Cv-30105_battlelose_13.mp3|现实的战斗里发挥不了那么多效果的说…|リアルでの戦闘には効果発揮しないのです……|苍墨武鉴|Navalistic Showdown ボイス一覧|失败|失敗
Cv-30105_get_14.mp3|欢迎光临，点单的话请交给绫波，请问要堂食还是外带？绫波推荐的单品是……可乐的说。|いらっしゃいませです。注文なら綾波までよろしくです。…店内で召し上がるです？それともテイクアウトです？綾波は、コーラがオススメです|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|获得|入手時
Cv-30105_login_14.mp3|指挥官，欢迎光临。今天有优惠活动，可以打折哦。|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|登录|ログイン
Cv-30105_detail_14.mp3|绫波有一次不小心弄错了客人的订单……本来以为会被z23批评的，结果被安慰了……|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|查看详情|詳細確認
Cv-30105_main_1_14.mp3|如果犹豫点什么的话…拉菲推荐的鸡肉卷，z23推荐的薯条，都可以搭配可乐试一试？|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|主界面1|メイン1
Cv-30105_main_2_14.mp3|可乐的话，绫波喜欢加冰的……指挥官呢？|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|主界面2|メイン2
Cv-30105_main_3_14.mp3|嗯…这里附赠的应该是番茄酱还是糖醋酱？拉菲，你知道吗？|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|主界面3|メイン3
Cv-30105_touch_1_14.mp3|指挥官，想再来一杯可乐吗？|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|触摸|タッチ1
Cv-30105_touch_2_14.mp3|绫波还在工作的说……|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|特殊触摸|タッチ2
Cv-30105_task_14.mp3|指挥官，任务很辛苦的话，要喝可乐么？绫波可以请客的。|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|任务提醒|任務
Cv-30105_mission_complete_14.mp3|指挥官的任务完成了……绫波这边也要加油。|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|任务完成|任務完了
Cv-30105_mail_14.mp3|是新的外送订单……绫波也想在回去后，给标枪带一份。|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|邮件提醒|メール
Cv-30105_home_14.mp3|欢迎回来指挥官，这是大杯加冰的可乐，请好好放松一下…的说。|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|回港|母港帰還
Cv-30105_expedition_14.mp3|新的原料送到了……绫波去帮忙。|None|【肯德基联动】可乐，加上努力？|コーラに努力を添えて ボイス一覧|委托完成|委託完了
Cv-30105_get_15.mp3|必杀，跃动飞踢！（dynamic kick）…啊，技能目标搞错了的说…对不起，重新试一次可以吗？|必殺、ダイナミック入場キック！です！…あ。スキルを使う相手、ちょっと間違っていたです…ごめんなさい、もう一回やり直してもいいです？|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|获得|入手時
Cv-30105_login_15.mp3|必杀，跃动飞踢……指挥官，早上好的说。刚刚是在练习必杀技……幸好没打中你。|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|登录|ログイン
Cv-30105_detail_15.mp3|我很清楚迷宫的构造。绫波的方向感已经和L.I.小姐一起在游戏里锻炼得炉火纯青了，可以尽情依靠我的说。|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|查看详情|詳細確認
Cv-30105_main_1_15.mp3|迷宫的修补费，对不起的说……Z23装备的资金要没了……呜呜……|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|主界面1|メイン1
Cv-30105_main_2_15.mp3|说起来指挥官是什么职业？如果是辅助我们的回复担当就好了。|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|主界面2|メイン2
Cv-30105_main_3_15.mp3|那是……！扮演怪物的指挥喵路过了的说。打倒的话可以赚到经验值吗？|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|主界面3|メイン3
Cv-30105_touch_1_15.mp3|指挥官，可以陪我练习必杀技吗？|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|触摸|タッチ1
Cv-30105_touch_2_15.mp3|指挥官……///|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|特殊触摸|タッチ2
Cv-30105_task_15.mp3|来了看上去挺难的任务。不过只要绫波和大家加油就肯定可以完成…！|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|任务提醒|任務
Cv-30105_mission_complete_15.mp3|是任务的报酬，可以为Z23存起来。|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|任务完成|任務完了
Cv-30105_mail_15.mp3|明石的邮件？还是不要相信比较好的说。|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|邮件提醒|メール
Cv-30105_home_15.mp3|辛苦了的说。首先要治好拉菲的异常状态。只是睡着了而已吗……？|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|回港|母港帰還
Cv-30105_expedition_15.mp3|……啊。委托组回来了。肯定十分成功|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|委托完成|委託完了
Cv-30105_battlewarcry_15.mp3|攻击回数的话，绫波占上风，的说！|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|旗舰开战|戦闘開始
Cv-30105_battlemvp_15.mp3|自己的身体才是最强的武器。标枪不懂这一点呢。（得意）|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|胜利MVP|勝利
Cv-30105_battleskill_15.mp3|必杀鬼神踢，的说！|None|跃动飞踢！|ダイナミック・キックオフ ボイス一覧|技能|スキル
