filename|dialogue_jp|dialogue_jp_norm|prefix|prefix_jp|scenario|scenario_jp|dialogue
Cv-30105_login_6.mp3|指揮官、綾波と潜入作戦の訓練をするです？…ちょっと無理そう、です|指揮官、綾波と潜入作戦の訓練をするです？…ちょっと無理そう、です|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|登录|ログイン|指挥官，要和绫波一起进行潜入作战的训练吗？…好像不太行，的说
Cv-30105_detail_6.mp3|潜入作戦中はコードネームで、と加賀さんに言われたです。みんな中々守らなくて、困ったです…|潜入作戦中はコードネームで、と加賀さんに言われたです。みんな中々守らなくて、困ったです…|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|查看详情|詳細確認|虽然和加贺定了潜入作战用的代号，不过大家似乎都不怎么用，有点困扰的说…
Cv-30105_main_1_6.mp3|ロイヤルの人の潜入装備、本格的でカッコいいです。…ちょっと羨ましい、です|ロイヤルの人の潜入装備、本格的でカッコいいです。…ちょっと羨ましい、です|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|主界面1|メイン1|皇家的潜入用装备，非常硬核帅气的说。…有点羡慕，的说。
Cv-30105_main_2_6.mp3|困ったときは、祥鳳とニーミたちに相談したりするです。吹雪は…よく綾波にあれこれ聞きに来てくれるです。嬉しいです|困ったときは、祥鳳とニーミたちに相談したりするです。吹雪は…よく綾波にあれこれ聞きに来てくれるです。嬉しいです|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|主界面2|メイン2|烦恼的时候，可以找祥凤和Z23聊天，也经常得到吹雪的关心，绫波很高兴的说
Cv-30105_main_3_6.mp3|このマントですか？夕張が開発した「かぶったら絶対顔バレしないスゴイステルス」があるらしいです。多分…いいものです|このマントですか？夕張が開発した「かぶったら絶対顔バレしないスゴイステルス」があるらしいです。多分…いいものです|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|主界面3|メイン3|这个披风？夕张开发的，据说是“披上以后绝对不会露出脸的超厉害款式”的说。是好东西的说…大概
Cv-30105_main_4_6.mp3|指揮官の部屋、みんなが守っているからセキュリティは大丈夫です。心配しなくていいです|指揮官の部屋、みんなが守っているからセキュリティは大丈夫です。心配しなくていいです|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|主界面4|メイン4|指挥官的房间，有大家守护着，有绝对的安全保障，不用担心的说
Cv-30105_touch_1_6.mp3|指揮官、りんごを食べるです？美味しいです|指揮官、りんごを食べるです？美味しいです|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|触摸|タッチ1|指挥官要吃苹果吗？很好吃的说
Cv-30105_touch_head_6.mp3|耳です、角じゃないです……|耳です、角じゃないです……|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|摸头|タッチ3|这是耳朵，不是角的说…
Cv-30105_mail_6.mp3|メールはたい…護衛担当のメイド隊の人も確認したです。開けても大丈夫です|メールはたい…護衛担当のメイド隊の人も確認したです。開けても大丈夫です|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|邮件提醒|メール|邮件已经由大f…负责护卫的女仆队成员确认过了。没问题，可以直接打开的说
Cv-30105_upgrade_6.mp3|この力は、仲間を守るためです…！|この力は、仲間を守るためです…！|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|强化成功|強化成功|这是为了同伴而存在的力量…的说!
Cv-30105_warcry_6.mp3|綾波と仲間たちの力、見せるです！|綾波と仲間たちの力、見せるです！|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|旗舰开战|戦闘開始|见识下绫波和伙伴们的力量！的说！
Cv-30105_mvp_6.mp3|敵見張り部隊、撃破成功です。指揮官、感謝です|敵見張り部隊、撃破成功です。指揮官、感謝です|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|胜利MVP|勝利|成功击破敌方侦察部队，指挥官，感谢的说
Cv-30105_lose_6.mp3|夕張の開発した隠蔽機能、あまり役に立たなかったです…|夕張の開発した隠蔽機能、あまり役に立たなかったです…|特殊潜入作战披风|着せ替え後(特殊潜入作戦雨覆（マント）)ボイス|失败|失敗|夕张开发的隐蔽功能，没派上用场的说…
Cv-30105_get_11.mp3|指揮官、パーティーに来てくれてありがとうです。綾波、ずっとここで待っていたです。……ちょっと怖いです？綾波、よくわからない…です|指揮官、パーティーに来てくれてありがとうです。綾波、ずっとここで待っていたです。……ちょっと怖いです？綾波、よくわからない…です|黯然礼服|着せ替え後(闇然礼装)ボイス|获得|入手時|指挥官，谢谢你能来参加宴会。绫波在这里等了很久了。……有点可怕？绫波不大明白…的说。
Cv-30105_login_11.mp3|「レディーを待たせるのは、ジェントルマンとしてどうかと思うです」――冗談です。指揮官、おかえりなさいです|「レディーを待たせるのは、ジェントルマンとしてどうかと思うです」――冗談です。指揮官、おかえりなさいです|黯然礼服|着せ替え後(闇然礼装)ボイス|登录|ログイン|“让女士久等不是绅士所为”——开玩笑的。指挥官，欢迎回来的说。
Cv-30105_detail_11.mp3|指揮官、次はダンスです？綾波、ダンスは苦手……です。頑張るしか無いです|指揮官、次はダンスです？綾波、ダンスは苦手……です。頑張るしか無いです|黯然礼服|着せ替え後(闇然礼装)ボイス|查看详情|詳細確認|指挥官，一会要跳舞吗？绫波不大会跳…只能加油了。
Cv-30105_main_1_11.mp3|ニーミ、すごく場馴れしている感じです。綾波、すごくソワソワしているです…指揮官、綾波の側から離れないでほしいです…|ニーミ、すごく場馴れしている感じです。綾波、すごくソワソワしているです…指揮官、綾波の側から離れないでほしいです…|黯然礼服|着せ替え後(闇然礼装)ボイス|主界面1|メイン1|Z23…感觉对这种场合很习惯了的说，绫波…有点紧张…指挥官，不要离开绫波身边。
Cv-30105_main_2_11.mp3|緊張を紛らわすには――教えてもらった<†フォース†>を発動……してはダメ、です？|緊張を紛らわすには――教えてもらった<†フォース†>を発動……してはダメ、です？|黯然礼服|着せ替え後(闇然礼装)ボイス|主界面2|メイン2|要缓解紧张的话，只能发动小伙伴传授的力量<Force>……不行吗？
Cv-30105_main_3_11.mp3|ピアノの音を聞いていると、なんだかちょっと眠い…です。指揮官は眠くならないですか？|ピアノの音を聞いていると、なんだかちょっと眠い…です。指揮官は眠くならないですか？|黯然礼服|着せ替え後(闇然礼装)ボイス|主界面3|メイン3|听着钢琴的声音，总觉得有点困……指挥官不困吗？
Cv-30105_touch_1_11.mp3|……あ！綾波、眠くなってないです…っ|……あ！綾波、眠くなってないです…っ|黯然礼服|着せ替え後(闇然礼装)ボイス|触摸|タッチ1|……啊，绫波，不困的……
Cv-30105_touch_2_11.mp3|指揮官…変な気分になっているです？|指揮官…変な気分になっているです？|黯然礼服|着せ替え後(闇然礼装)ボイス|特殊触摸|タッチ2|指挥官…感觉有点奇怪？
Cv-30105_battlewarcry_11.mp3|優雅に、エレガントに行く、です|優雅に、エレガントに行く、です|黯然礼服|着せ替え後(闇然礼装)ボイス|旗舰开战|戦闘開始|优雅而华丽地出击…的说
Cv-30105_battlemvp_11.mp3|パーティーの注目の的、いただき！…吹雪ならそう言うかもしれないです|パーティーの注目の的、いただき！…吹雪ならそう言うかもしれないです|黯然礼服|着せ替え後(闇然礼装)ボイス|胜利MVP|勝利|“宴会最闪亮的焦点，我拿下啦！”…吹雪估计会这样说
Cv-30105_battlelose_11.mp3|このままでは…終わらないです…！|このままでは…終わらないです…！|黯然礼服|着せ替え後(闇然礼装)ボイス|失败|失敗|不会…就这样结束…！
